,method,data,ISO score,GED score,IM score,ARI,GRI,PDT score,source
30,mean,cycle_1,0.0,0.6666666666666667,0.0111104111187327,0.9480389021227071,0.7970233073026123,,dyngen
31,raw_map,cycle_1,0.0,0.6666666666666667,0.0111104111187327,0.9480389021227071,0.7972798285792918,,dyngen
32,modified_map,cycle_1,0.0,0.6666666666666667,0.0111104111187327,0.9480389021227071,0.7967464694145221,,dyngen
33,map,cycle_1,0.0,0.6666666666666667,0.0111104111187327,0.9480389021227071,0.7967464694145221,,dyngen
34,modified_mean,cycle_1,0.0,0.6666666666666667,0.0111104111187327,0.9480389021227071,0.7968175509684841,,dyngen
35,w_base,cycle_1,0.0,0.6666666666666667,0.0111104111187327,0.9480389021227071,0.7967766096085106,,dyngen
36,mean,cycle_2,0.0,0.6666666666666667,0.0111104111187327,0.9321048021761525,0.7949142903191018,,dyngen
37,modified_map,cycle_2,0.0,0.6666666666666667,0.0111104111187327,0.9321048021761525,0.7949142903191018,,dyngen
38,map,cycle_2,0.0,0.6666666666666667,0.0111104111187327,0.9321048021761525,0.7949142903191018,,dyngen
39,modified_mean,cycle_2,0.0,0.6666666666666667,0.0111104111187327,0.9321048021761525,0.7949142903191018,,dyngen
40,w_base,cycle_2,0.0,0.6666666666666667,0.0111104111187327,0.9321048021761525,0.7949142903191018,,dyngen
41,raw_map,cycle_2,0.0,0.6666666666666667,0.0111104111187327,0.9321048021761525,0.7949142903191018,,dyngen
42,modified_map,dentate,1.0,1.0,1.0,0.724352217947129,0.7129876415388173,0.9510554479930308,real
43,modified_mean,dentate,1.0,1.0,1.0,0.724352217947129,0.7129876415388173,0.9510554479930308,real
44,w_base,dentate,1.0,1.0,1.0,0.724352217947129,0.7129876415388173,0.9510554479930308,real
45,raw_map,dentate,1.0,1.0,1.0,0.724352217947129,0.7129876415388173,0.9510554479930308,real
46,mean,dentate,1.0,1.0,1.0,0.724352217947129,0.7129876415388173,0.9510554479930308,real
47,map,dentate,1.0,1.0,1.0,0.724352217947129,0.7129876415388173,0.9510554479930308,real
48,modified_mean,fibroblast,0.0,0.49714285714285716,0.36551892171064104,0.9018166169519684,0.8710403329369857,0.9357706125205759,real
49,w_base,fibroblast,0.0,0.4642857142857143,0.34185190046927466,0.901792756599772,0.8711844572067178,0.9405067654782188,real
50,modified_map,fibroblast,0.01,0.46857142857142864,0.3248894517393522,0.9017720151584201,0.8720115937678576,0.9345628925559487,real
51,mean,fibroblast,0.0,0.49714285714285716,0.36551892171064104,0.9018166169519684,0.8710403329369857,0.9357706125205759,real
52,raw_map,fibroblast,0.0,0.4428571428571429,0.3006386235444591,0.9018268421949526,0.8707989223834083,0.934622364086095,real
53,map,fibroblast,0.01,0.46857142857142864,0.32489855633508663,0.9017994303129978,0.8721711131144418,0.9351520962125079,real
54,mean,germline,0.0,0.4914285714285714,0.4303264890093806,0.5482189625295719,0.5828090102415809,0.5993238249324796,real
55,raw_map,germline,0.0,0.4571428571428571,0.3989518518694204,0.5479676026521765,0.5810737683783523,0.5941805151246541,real
56,modified_map,germline,0.0,0.44285714285714284,0.3827272929923917,0.5479986042404529,0.5800024462462361,0.5977846872067686,real
57,map,germline,0.0,0.4771428571428571,0.42265265460182566,0.548303314472611,0.5828535444830621,0.6059562074703579,real
58,modified_mean,germline,0.0,0.48857142857142855,0.42987083512630675,0.5482699605657492,0.5828370146110831,0.5995018156628911,real
59,w_base,germline,0.0,0.4914285714285714,0.42238540134648694,0.5481797548112288,0.5846489447735959,0.5974360275757611,real
60,raw_map,human_embryos,0.9,0.98,0.931973454866034,0.7706885919506916,0.7441715338768463,0.9625772658700489,real
61,modified_mean,human_embryos,0.9,0.98,0.931973454866034,0.7706885919506916,0.7445759987660332,0.9640347350043721,real
62,modified_map,human_embryos,0.9,0.98,0.931973454866034,0.7706885919506916,0.7444386472062567,0.9635392364818636,real
63,w_base,human_embryos,0.9,0.98,0.931973454866034,0.7706885919506916,0.7445759987660332,0.9640347350043721,real
64,mean,human_embryos,0.9,0.98,0.931973454866034,0.7706885919506916,0.7445759987660332,0.9640347350043721,real
65,map,human_embryos,0.9,0.98,0.931973454866034,0.7706885919506916,0.7444386472062567,0.9635392364818636,real
66,modified_mean,immune,0.0,0.33333333333333326,0.0,0.9958328612300376,0.9689763067626787,,real
67,raw_map,immune,0.0,0.33333333333333326,0.0,0.9958328612300376,0.9686117291558631,,real
68,w_base,immune,0.0,0.33333333333333326,0.0,0.9958328612300376,0.9670578347003354,,real
69,map,immune,0.0,0.33333333333333326,0.0,0.9958328612300376,0.9686117291558631,,real
70,mean,immune,0.0,0.33333333333333326,0.0,0.9958328612300376,0.9689763067626787,,real
71,modified_map,immune,0.0,0.33333333333333326,0.0,0.9958328612300376,0.9686117291558631,,real
72,map,linear,1.0,1.0,1.0,0.7952845330802869,0.8606188917433191,0.8269759437599707,our model
73,modified_map,linear,1.0,1.0,1.0,0.7952845330802869,0.8606188917433191,0.8269759437599707,our model
74,modified_mean,linear,1.0,1.0,1.0,0.7952845330802869,0.8606188917433191,0.8269759437599707,our model
75,raw_map,linear,1.0,1.0,1.0,0.7952845330802869,0.8606188917433191,0.8269759437599707,our model
76,w_base,linear,1.0,1.0,1.0,0.7952845330802869,0.8606188917433191,0.8269759437599707,our model
77,mean,linear,1.0,1.0,1.0,0.7952845330802869,0.8606188917433191,0.8269759437599707,our model
78,map,linear_1,1.0,1.0,1.0,0.8840790539846068,0.8718183972341584,0.9943942485432287,dyngen
79,modified_mean,linear_1,1.0,1.0,1.0,0.8840790539846068,0.8718183972341584,0.9943942485432287,dyngen
80,mean,linear_1,1.0,1.0,1.0,0.8840790539846068,0.8718183972341584,0.9943942485432287,dyngen
81,w_base,linear_1,1.0,1.0,1.0,0.8840790539846068,0.8718183972341584,0.9943942485432287,dyngen
82,modified_map,linear_1,1.0,1.0,1.0,0.8840790539846068,0.8718183972341584,0.9943942485432287,dyngen
83,raw_map,linear_1,1.0,1.0,1.0,0.8840790539846068,0.8718183972341584,0.9943942485432287,dyngen
84,mean,linear_2,1.0,1.0,1.0,0.8784885034441315,0.8501689965237372,0.9939104496891246,dyngen
85,modified_mean,linear_2,1.0,1.0,1.0,0.8784885034441315,0.8501689965237372,0.9939104496891246,dyngen
86,w_base,linear_2,1.0,1.0,1.0,0.8784885034441315,0.8501689965237372,0.9939104496891246,dyngen
87,modified_map,linear_2,1.0,1.0,1.0,0.8784885034441315,0.8501689965237372,0.9939104496891246,dyngen
88,map,linear_2,1.0,1.0,1.0,0.8784885034441315,0.8501689965237372,0.9939104496891246,dyngen
89,raw_map,linear_2,1.0,1.0,1.0,0.8784885034441315,0.8501689965237372,0.9939104496891246,dyngen
90,modified_mean,linear_3,1.0,1.0,1.0,0.8886862889941692,0.8650740108766919,0.9930222346371542,dyngen
91,mean,linear_3,1.0,1.0,1.0,0.8886862889941692,0.8650740108766919,0.9930222346371542,dyngen
92,map,linear_3,1.0,1.0,1.0,0.8886862889941692,0.8650740108766919,0.9930222346371542,dyngen
93,w_base,linear_3,1.0,1.0,1.0,0.8886862889941692,0.8650740108766919,0.9930222346371542,dyngen
94,raw_map,linear_3,1.0,1.0,1.0,0.8886862889941692,0.8650740108766919,0.9930222346371542,dyngen
95,modified_map,linear_3,1.0,1.0,1.0,0.8886862889941692,0.8650740108766919,0.9930222346371542,dyngen
96,raw_map,mesoderm,0.0,0.6,0.6333838039577171,0.9670411334698176,0.9166245230355453,0.7669840912785869,real
97,w_base,mesoderm,0.0,0.5722222222222222,0.6032233012117499,0.9670722130715527,0.9191884682558938,0.7820521771330917,real
98,mean,mesoderm,0.0,0.5955555555555556,0.6275978946883535,0.9670734702844856,0.9169796639123682,0.7847491647401793,real
99,modified_mean,mesoderm,0.0,0.5933333333333334,0.625434197170486,0.9670087537120162,0.9169780689486189,0.7874056062521414,real
100,modified_map,mesoderm,0.0,0.58,0.6204896751747239,0.9670049199609616,0.9169385612954963,0.7728519504732794,real
101,map,mesoderm,0.0,0.5911111111111111,0.6226558100241328,0.9670287453148358,0.9168304684741478,0.7694484099023526,real
102,modified_mean,multifurcating,0.0,0.6666666666666667,0.3537486141290243,0.881708391157697,0.8764314226585098,0.8374069736980345,our model
103,modified_map,multifurcating,0.0,0.6666666666666667,0.3537486141290243,0.881708391157697,0.8764314226585098,0.8374069736980345,our model
104,raw_map,multifurcating,0.0,0.6666666666666667,0.3537486141290243,0.881708391157697,0.8764314226585098,0.8374069736980345,our model
105,mean,multifurcating,0.0,0.6666666666666667,0.3537486141290243,0.881708391157697,0.8764314226585098,0.8374069736980345,our model
106,map,multifurcating,0.0,0.6666666666666667,0.3537486141290243,0.881708391157697,0.8764314226585098,0.8374069736980345,our model
107,w_base,multifurcating,0.0,0.6666666666666667,0.3537486141290243,0.881708391157697,0.8764314226585098,0.8374069736980345,our model
108,modified_mean,planaria_full,0.0,,0.5386379358313954,0.8023030832093023,0.826109592622093,0.39367304386627905,real
109,map,planaria_full,0.0,,0.5615630885465116,0.8021380895755814,0.8203091663197675,0.38912654461046514,real
110,w_base,planaria_full,0.0,,0.5696268482965117,0.801723363139535,0.8254576609767441,0.4689294710755814,real
111,modified_map,planaria_full,0.0,,0.547867169633721,0.8013905127906976,0.8213345093430232,0.3964105899593023,real
112,raw_map,planaria_full,0.0,,0.5281714950930233,0.8014614393023256,0.8208739274186047,0.3960844781627907,real
113,mean,planaria_full,0.0,,0.5346464656802326,0.8021374957499999,0.8263568658197674,0.3896837375813954,real
114,map,planaria_muscle,0.0,0.33333333333333326,0.9999999999999942,0.7572232506424357,0.6810374284938675,0.8496183771558384,real
115,mean,planaria_muscle,0.01,0.34,0.9999999999999943,0.7572232506424357,0.6809167359925538,0.8500496905292733,real
116,modified_map,planaria_muscle,0.0,0.33333333333333326,0.9999999999999942,0.7572232506424357,0.6810374284938675,0.8496183771558384,real
117,raw_map,planaria_muscle,0.0,0.33333333333333326,0.9999999999999942,0.7572232506424357,0.6810374284938675,0.8496183771558384,real
118,modified_mean,planaria_muscle,0.0,0.33333333333333326,0.9999999999999942,0.7572232506424357,0.6810374284938675,0.8496183771558384,real
119,w_base,planaria_muscle,0.0,0.33333333333333326,0.9999999999999942,0.7572232506424357,0.6810374284938675,0.8496183771558384,real
120,mean,tree,0.8,0.9333333333333332,0.8736903306827948,0.9218358510626355,0.9063504507547243,0.7071112736877627,our model
121,raw_map,tree,1.0,1.0,1.0,0.921846266983978,0.9116399027277242,0.7069179731719867,our model
122,modified_map,tree,0.94,0.98,0.9626541980219858,0.921856736235692,0.9100283292431499,0.7075072417246626,our model
123,w_base,tree,0.99,0.9966666666666667,0.993581097649948,0.921846266983978,0.9113893723434843,0.7069437669813371,our model
124,map,tree,0.96,0.9866666666666667,0.9754920027220899,0.9218514862315861,0.9105408078491293,0.7074618303729859,our model
125,modified_mean,tree,0.8,0.9333333333333332,0.8736903306827948,0.9218358510626355,0.9063504507547243,0.7071112736877627,our model
126,mean,trifurcating_1,0.04,0.674,0.5884791808117127,0.7540314287867531,0.8846769089142441,0.8414720114936415,dyngen
127,raw_map,trifurcating_1,0.05,0.69,0.6147466232211295,0.7543400847238434,0.8853215903898141,0.8585607416607722,dyngen
128,map,trifurcating_1,0.04,0.672,0.5939201585974926,0.7543420590397437,0.882121004300392,0.8494296914837532,dyngen
129,modified_map,trifurcating_1,0.04,0.672,0.6002510837338535,0.7542030659604592,0.8839631758483333,0.8571776102423451,dyngen
130,w_base,trifurcating_1,0.12,0.73,0.6504653917961182,0.754230098436045,0.8872960576131015,0.8638930262765011,dyngen
131,modified_mean,trifurcating_1,0.04,0.674,0.586057845521171,0.7540312242535291,0.8844857301288428,0.8415039162671915,dyngen
132,modified_map,trifurcating_2,0.0,0.772,0.9344995325175033,0.8222185717484836,0.8717787062692414,0.8751811155395828,dyngen
133,modified_mean,trifurcating_2,0.0,0.7460000000000001,0.8783978157934265,0.821882632140885,0.8704027384472661,0.8757230184864635,dyngen
134,mean,trifurcating_2,0.0,0.7460000000000001,0.8825327787837235,0.8219349780133789,0.8706040009105989,0.8745963258720948,dyngen
135,map,trifurcating_2,0.0,0.764,0.920676277621198,0.822180006088423,0.8716135079476924,0.8750779357640377,dyngen
136,raw_map,trifurcating_2,0.0,0.77,0.931043718793427,0.8222090496697821,0.8717375531333714,0.8751577200993076,dyngen
137,w_base,trifurcating_2,0.0,0.7760000000000001,0.9385630568708514,0.8222283470672965,0.8718874302384999,0.8743286087177108,dyngen
